customer,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state,gender
FB55024,High School or Below,3286.17,60934,82,,Personal Auto,Two-Door Car,393.6,Oregon,F
NQ51389,High School or Below,13552.78,0,62,,Corporate Auto,Two-Door Car,446.4,Oregon,M
EA23961,College,5166.19,80797,64,,Personal Auto,Four-Door Car,300.94,California,F
RQ78687,College,2946.0,89410,74,,Personal Auto,Four-Door Car,96.0,Oregon,M
ZE42703,Bachelor,4863.47,52728,127,,Corporate Auto,SUV,609.6,Nevada,M
LZ34164,Bachelor,4892.62,43199,61,,Personal Auto,Four-Door Car,334.01,Nevada,F
CO44659,Bachelor,3337.59,43510,83,,Personal Auto,Four-Door Car,238.09,Arizona,F
YQ53901,Bachelor,5246.28,28909,66,,Personal Auto,Two-Door Car,456.7,Washington,F
LX46285,Master,9031.21,0,122,,Personal Auto,Luxury,650.52,Oregon,F
GH90738,Bachelor,3580.08,71176,91,,Personal Auto,Two-Door Car,278.07,Oregon,F
FK10455,Bachelor,9802.55,84429,123,,Personal Auto,SUV,115.07,California,M
GJ77362,Bachelor,4825.65,61613,61,,Special Auto,Four-Door Car,40.56,California,M
WJ26538,Master,3203.3,68370,80,,Personal Auto,Four-Door Car,244.16,California,M
IN67175,College,5659.14,52389,72,,Personal Auto,Four-Door Car,345.6,California,F
LA52988,High School or Below,4144.87,64478,103,,Personal Auto,SUV,8.28,Oregon,F
ZH89968,High School or Below,13770.98,59207,116,,Personal Auto,Four-Door Car,556.8,Washington,F
YA17061,High School or Below,3716.48,17162,96,,Corporate Auto,Four-Door Car,460.8,Nevada,F
NT76210,Bachelor,3123.08,0,101,,Personal Auto,SUV,960.12,Nevada,M
XL58577,Bachelor,12168.74,14973,115,,Personal Auto,SUV,828.0,California,M
WJ57919,College,2674.73,56342,69,,Special Auto,Four-Door Car,331.2,California,M
FG77231,Bachelor,12741.85,73054,106,,Personal Auto,SUV,419.37,Oregon,F
UH32376,Bachelor,4037.55,21586,106,,Personal Auto,Two-Door Car,1056.29,Nevada,M
RA43827,High School or Below,8628.3,0,117,,Special Auto,SUV,842.4,Oregon,F
WA67245,High School or Below,22093.62,24193,185,,Personal Auto,Luxury,785.37,Oregon,F
GT65478,College,8217.43,84815,68,,Personal Auto,Four-Door Car,280.0,Oregon,F
SZ35936,High School or Below,26197.41,18495,113,,Corporate Auto,SUV,542.4,Oregon,F
AT41276,Bachelor,8110.54,36554,70,,Personal Auto,Two-Door Car,433.39,California,M
JD94356,Bachelor,4766.37,0,68,,Personal Auto,Four-Door Car,656.96,Oregon,F
PU88199,High School or Below,8819.02,99845,110,,Corporate Auto,SUV,528.0,Oregon,M
OR33365,College,5171.27,0,69,,Corporate Auto,Two-Door Car,344.47,California,F
KQ36942,Bachelor,3896.57,10853,104,,Corporate Auto,SUV,350.31,California,M
LN62857,Master,6005.03,23749,77,,Personal Auto,Four-Door Car,151.55,California,F
GY99465,College,6869.19,0,69,,Corporate Auto,Four-Door Car,331.2,Oregon,F
JV58396,Bachelor,3054.54,0,88,,Personal Auto,Four-Door Car,422.4,California,M
WC83553,College,4874.22,92783,61,,Personal Auto,Two-Door Car,6.67,Oregon,M
CB95310,Doctor,2747.43,83502,68,,Personal Auto,Four-Door Car,368.96,Arizona,F
YY71144,College,8717.05,83846,74,,Personal Auto,Four-Door Car,355.2,Oregon,M
TP96247,High School or Below,4099.66,18606,110,,Personal Auto,SUV,568.84,Oregon,F
HC16500,Doctor,8189.97,72191,68,,Personal Auto,Four-Door Car,209.39,Arizona,M
AM29546,College,5225.03,57733,66,,Personal Auto,Two-Door Car,393.53,Oregon,M
ZM31116,Doctor,7949.28,63688,99,,Personal Auto,Four-Door Car,475.2,Arizona,M
VG40704,College,3135.41,55855,79,,Personal Auto,Four-Door Car,273.0,California,F
PJ73790,Bachelor,3939.01,60021,99,,Special Auto,Four-Door Car,882.87,Oregon,F
KE36052,High School or Below,5325.72,0,73,,Corporate Auto,Two-Door Car,496.47,Arizona,M
HW97280,High School or Below,19483.24,74300,122,,Personal Auto,SUV,354.55,California,M
WX10701,Bachelor,3459.23,0,96,,Corporate Auto,Four-Door Car,460.8,Washington,M
CC16034,High School or Below,17103.79,51747,71,,Personal Auto,Four-Door Car,340.8,Oregon,F
YA83600,High School or Below,2753.31,28887,73,,Personal Auto,Four-Door Car,425.82,Arizona,F
UE10014,High School or Below,12866.89,0,189,,Personal Auto,Luxury,1415.58,Arizona,M
NV11692,Bachelor,4420.25,0,68,,Personal Auto,Four-Door Car,546.42,Nevada,F
XJ52902,High School or Below,2756.47,43540,70,,Corporate Auto,Two-Door Car,117.59,Nevada,M
EI89831,Bachelor,7743.92,96961,64,,Corporate Auto,Two-Door Car,81.38,Nevada,F
ZY57929,College,8169.75,32799,104,,Personal Auto,SUV,499.2,Arizona,F
KI70852,Bachelor,3569.86,0,101,,Personal Auto,SUV,1201.09,Nevada,F
WD38067,Bachelor,10656.88,72540,88,,Personal Auto,Two-Door Car,631.74,California,F
NQ45562,Master,7092.64,35173,180,,Personal Auto,Luxury,415.33,California,M
RU75129,High School or Below,2777.34,65431,69,,Personal Auto,Four-Door Car,331.2,Washington,F
KC16062,High School or Below,7550.42,0,100,,Corporate Auto,SUV,480.0,Arizona,F
VK57280,Bachelor,4727.35,0,72,,Personal Auto,Four-Door Car,345.6,Washington,M
AP90638,High School or Below,14274.55,0,84,,Personal Auto,Four-Door Car,604.8,Arizona,M
GF12712,High School or Below,9559.34,40672,121,,Corporate Auto,SUV,580.8,California,F
QQ26855,High School or Below,8879.79,52583,113,,Personal Auto,SUV,528.2,California,F
ZJ90079,College,5525.47,64816,69,,Corporate Auto,Four-Door Car,331.2,Arizona,F
CE75354,Bachelor,5923.21,36685,74,,Corporate Auto,Four-Door Car,355.2,California,F
CP38401,High School or Below,8501.65,0,136,,Personal Auto,Luxury,979.2,Oregon,M
ZZ42291,Master,40235.97,77143,125,,Personal Auto,SUV,176.01,California,F
EI57866,Master,2584.82,60942,64,,Special Auto,Two-Door Car,288.21,Arizona,M
KL39986,High School or Below,19278.82,0,61,,Personal Auto,Two-Door Car,366.6,Arizona,F
PL18921,Master,11981.98,21514,62,,Personal Auto,Two-Door Car,257.25,Oregon,F
SR71068,High School or Below,3933.81,25927,103,,Personal Auto,SUV,674.97,Washington,M
JM47657,High School or Below,2491.26,25965,65,,Personal Auto,Four-Door Car,329.21,Oregon,F
JZ54775,Bachelor,7431.66,27688,92,,Personal Auto,Four-Door Car,572.35,Arizona,F
LO57469,High School or Below,7865.18,75490,97,,Corporate Auto,Four-Door Car,43.08,Oregon,F
DA99797,Bachelor,15978.91,33871,136,,Personal Auto,SUV,933.62,Oregon,F
WA63124,College,2113.86,0,65,,Personal Auto,Four-Door Car,468.0,Nevada,F
YV97407,College,8661.74,85470,109,,Personal Auto,SUV,523.2,California,M
UQ71296,College,5625.31,97095,70,,Personal Auto,Four-Door Car,208.04,Washington,M
LY14687,College,4592.15,73604,114,,Personal Auto,SUV,184.22,Washington,F
AM32820,Bachelor,3709.92,0,112,,Personal Auto,SUV,1082.9,California,M
ZP47993,Bachelor,8208.93,40646,103,,Personal Auto,Four-Door Car,494.4,California,F
WN13366,High School or Below,5595.39,74454,71,,Personal Auto,Four-Door Car,340.8,Arizona,F
MK87221,High School or Below,3413.62,18168,87,,Personal Auto,Two-Door Car,417.6,Arizona,F
BC77846,High School or Below,6325.03,0,89,,Personal Auto,Two-Door Car,614.57,Nevada,M
YL27602,Master,6393.87,0,66,,Personal Auto,Four-Door Car,316.8,Oregon,M
QS70017,Bachelor,8738.4,43597,110,,Personal Auto,Two-Door Car,528.0,Arizona,M
PZ80067,High School or Below,4836.39,0,140,,Personal Auto,SUV,672.0,Oregon,M
FV62588,High School or Below,24967.76,66825,69,,Personal Auto,Four-Door Car,70.03,Oregon,M
IN56924,High School or Below,5409.96,0,62,,Personal Auto,Four-Door Car,297.6,California,F
IX67925,Bachelor,2344.23,0,74,,Personal Auto,Four-Door Car,532.8,California,M
IS58553,High School or Below,15173.97,22448,126,,Personal Auto,SUV,604.8,Oregon,F
AB78984,College,11124.21,42596,96,,Personal Auto,Four-Door Car,42.29,Oregon,M
WN13947,Bachelor,4863.27,0,70,,Corporate Auto,Four-Door Car,646.79,Oregon,M
VA91846,College,5577.54,97868,70,,Special Auto,Two-Door Car,267.79,Arizona,M
KM58067,High School or Below,4526.95,92921,112,,Personal Auto,SUV,109.29,California,F
EL42453,Bachelor,2519.57,41372,64,,Personal Auto,Four-Door Car,307.2,Washington,M
TP10619,High School or Below,4892.42,26660,63,,Personal Auto,Two-Door Car,453.6,California,F
AH41065,High School or Below,18943.27,58851,79,,Personal Auto,Four-Door Car,494.19,Washington,M
SS63511,High School or Below,8564.77,95697,107,,Corporate Auto,Luxury,178.01,California,M
NE21279,Master,4419.54,0,112,,Personal Auto,SUV,537.6,California,F
TN71995,Bachelor,5637.74,0,84,,Personal Auto,Four-Door Car,403.2,Arizona,M
OM13505,Bachelor,5047.48,81741,64,,Corporate Auto,Four-Door Car,186.45,Washington,M
KI83797,College,4913.12,48295,63,,Personal Auto,Four-Door Car,290.3,Oregon,F
SH60585,High School or Below,5799.06,65538,72,,Personal Auto,Four-Door Car,261.34,Nevada,F
GU33167,College,5568.98,53997,69,,Personal Auto,Four-Door Car,345.16,Oregon,M
BX20846,College,3861.49,93272,95,,Personal Auto,Four-Door Car,281.11,Oregon,F
VK69632,Bachelor,2912.91,68899,74,,Personal Auto,Two-Door Car,66.1,California,F
RU72450,Bachelor,6980.33,0,67,,Corporate Auto,Four-Door Car,321.6,California,M
KN15789,High School or Below,6769.32,0,97,,Personal Auto,Four-Door Car,698.4,Nevada,F
GG29821,Bachelor,8193.56,54950,103,,Corporate Auto,SUV,480.58,Oregon,M
RN98239,High School or Below,7519.13,96306,95,,Personal Auto,Four-Door Car,185.36,California,M
NE83217,Bachelor,3746.03,70342,96,,Personal Auto,Four-Door Car,685.91,Nevada,F
YU72630,High School or Below,2592.44,72421,65,,Personal Auto,Four-Door Car,312.0,Arizona,M
EZ80325,Bachelor,4548.29,0,132,,Personal Auto,Luxury,950.4,California,F
CE41738,College,2885.0,77748,72,,Personal Auto,Two-Door Car,7.21,Oregon,F
HF15113,Bachelor,4883.55,19096,64,,Personal Auto,Two-Door Car,374.9,Oregon,F
WZ83320,Master,9061.06,73876,112,,Personal Auto,Four-Door Car,419.3,Arizona,F
XX31571,High School or Below,16728.34,0,237,,Personal Auto,Luxury,1706.4,Washington,M
US90854,Bachelor,11177.75,20742,100,,Personal Auto,SUV,455.85,Oregon,M
FX55357,College,4364.31,44804,114,,Corporate Auto,SUV,778.35,Arizona,M
LR32149,Bachelor,22940.38,52993,64,,Personal Auto,Four-Door Car,304.7,Arizona,F
UK66803,Bachelor,4926.28,49185,61,,Corporate Auto,Two-Door Car,126.95,Oregon,F
VO87159,High School or Below,23086.36,69240,194,,Personal Auto,Luxury,744.77,Oregon,F
QK23524,Bachelor,5149.3,26877,131,,Personal Auto,SUV,628.8,Oregon,F
ZQ37164,Bachelor,8016.75,82828,67,,Personal Auto,Four-Door Car,217.47,Arizona,F
FG47217,Bachelor,2538.86,99824,63,,Special Auto,Four-Door Car,302.4,California,M
FQ46354,Bachelor,10498.93,30352,89,,Personal Auto,Four-Door Car,146.11,California,M
AG56998,College,2448.65,0,69,,Corporate Auto,Two-Door Car,331.2,Oregon,M
KG23128,Bachelor,6057.07,27681,83,,Personal Auto,Two-Door Car,398.4,Oregon,M
NX34811,Bachelor,8295.84,85478,103,,Personal Auto,Two-Door Car,224.16,Nevada,F
PY79729,High School or Below,2786.66,94310,70,,Corporate Auto,Four-Door Car,430.77,Oregon,F
VJ64329,College,25464.82,13663,97,,Corporate Auto,Four-Door Car,465.6,Oregon,F
CO71312,High School or Below,11469.63,10384,151,,Personal Auto,SUV,914.43,Arizona,F
VG83453,Doctor,3557.37,17272,93,,Personal Auto,Two-Door Car,446.4,California,M
JD78271,College,8317.3,64367,104,,Personal Auto,SUV,96.43,Nevada,F
XM69101,Bachelor,7601.95,47519,96,,Personal Auto,Two-Door Car,245.25,Oregon,M
HK30754,College,9426.97,26263,85,,Special Auto,Two-Door Car,475.16,Arizona,M
WJ47053,Bachelor,6418.85,0,63,,Personal Auto,Two-Door Car,556.86,Oregon,M
HX36471,High School or Below,6788.08,0,93,,Personal Auto,Two-Door Car,855.34,California,F
HS66275,High School or Below,3358.66,77309,83,,Personal Auto,Two-Door Car,596.32,California,F
MB75636,College,2439.93,50876,61,,Personal Auto,Four-Door Car,171.25,Oregon,F
KB35786,Bachelor,4505.85,20284,65,,Personal Auto,Four-Door Car,532.81,Oregon,M
LX42787,College,2309.6,22567,69,,Personal Auto,Four-Door Car,496.8,California,M
SS34897,Bachelor,2541.52,63546,64,,Personal Auto,Four-Door Car,131.81,California,M
ZQ92997,High School or Below,6414.08,0,89,,Personal Auto,Four-Door Car,640.8,Nevada,M
OB66874,College,2585.21,28137,65,,Personal Auto,Two-Door Car,312.0,Oregon,F
LE74625,Master,2961.31,22608,77,,Personal Auto,Four-Door Car,369.6,California,M
QN60028,Bachelor,2759.98,92296,69,,Corporate Auto,Two-Door Car,331.2,California,M
GV19121,College,3341.68,0,69,,Personal Auto,Two-Door Car,331.2,Oregon,M
PS43764,High School or Below,5169.5,12430,73,,Special Auto,Four-Door Car,350.4,Washington,M
YW60802,High School or Below,4117.37,0,116,,Personal Auto,SUV,1301.8,Oregon,F
UI80897,High School or Below,5552.6,50470,71,,Corporate Auto,Two-Door Car,377.5,Washington,M
VV35420,High School or Below,7285.03,44788,61,,Personal Auto,Four-Door Car,386.03,Arizona,M
RW61528,College,13916.93,52423,119,,Corporate Auto,Four-Door Car,571.2,Nevada,F
LT60268,College,11044.43,29696,139,,Personal Auto,SUV,478.11,Nevada,F
VA77345,College,3531.04,26884,89,,Special Auto,Four-Door Car,238.13,Oregon,F
WG15595,College,2759.62,64388,69,,Personal Auto,Two-Door Car,331.2,California,M
FZ45665,Bachelor,6500.41,0,61,,Personal Auto,Four-Door Car,292.8,Oregon,F
MM90239,High School or Below,6369.26,34498,83,,Personal Auto,Two-Door Car,398.4,Oregon,M
UG18431,Bachelor,13083.49,73060,108,,Special Auto,SUV,518.4,Arizona,M
BE78308,Bachelor,2150.91,0,63,,Personal Auto,Two-Door Car,453.6,Oregon,M
EM29019,Bachelor,8447.89,61337,105,,Personal Auto,SUV,2.54,Arizona,F
SK37917,College,5075.42,0,73,,Corporate Auto,Two-Door Car,350.4,Nevada,M
DD68171,Bachelor,3527.85,59496,88,,Personal Auto,Four-Door Car,189.14,Arizona,F
NF20746,Bachelor,13061.52,0,180,,Personal Auto,Luxury,1474.27,Oregon,F
PY48656,Master,6259.51,37813,78,,Corporate Auto,Four-Door Car,39.78,Arizona,F
AO42003,College,16681.33,55907,104,,Corporate Auto,SUV,499.2,Oregon,F
DK41858,College,5791.61,80480,72,,Personal Auto,Four-Door Car,242.84,Arizona,F
TY20016,Bachelor,7980.49,72734,66,,Personal Auto,Two-Door Car,195.22,Oregon,M
OH76118,High School or Below,2767.5,0,72,,Personal Auto,Four-Door Car,22.33,Washington,F
IZ79227,Bachelor,2975.26,36548,76,,Personal Auto,Four-Door Car,547.2,Arizona,M
HN10814,Master,4178.59,62113,104,,Personal Auto,SUV,5.89,Arizona,M
OD25312,College,4734.26,0,67,,Personal Auto,Four-Door Car,747.46,Arizona,M
ZR32858,Bachelor,4315.79,41252,109,,Personal Auto,SUV,514.06,California,F
FC68244,High School or Below,6126.57,61139,76,,Personal Auto,Four-Door Car,364.8,Oregon,M
VS86041,Bachelor,2694.6,26744,68,,Corporate Auto,Two-Door Car,326.4,Arizona,F
EQ82942,Bachelor,9338.08,0,132,,Personal Auto,SUV,950.4,California,F
ZE82255,College,18680.99,74640,66,,Corporate Auto,Four-Door Car,375.51,California,F
DA79544,Bachelor,2551.35,88126,64,,Personal Auto,Four-Door Car,151.97,Oregon,M
WG33213,Bachelor,2808.08,55005,70,,Personal Auto,Four-Door Car,336.0,California,F
DP97298,High School or Below,9710.29,33190,123,,Personal Auto,Luxury,40.95,California,M
JH73645,High School or Below,15190.65,0,71,,Personal Auto,Four-Door Car,839.59,California,M
SK98708,College,4069.78,0,117,,Corporate Auto,Four-Door Car,609.8,Oregon,F
ZZ62245,High School or Below,6612.22,0,97,,Personal Auto,Four-Door Car,669.4,Oregon,F
AU46604,Bachelor,2030.78,0,64,,Personal Auto,Four-Door Car,731.48,California,M
HD44279,Bachelor,5090.45,25226,71,,Personal Auto,Four-Door Car,340.8,Arizona,F
LS99940,Master,3353.38,63398,83,,Personal Auto,Four-Door Car,292.21,California,F
EY27917,Master,8532.99,30092,108,,Personal Auto,SUV,192.27,Oregon,M
ZJ22033,College,2647.52,37876,69,,Corporate Auto,Four-Door Car,300.06,Washington,M
TZ60132,High School or Below,6071.91,12201,84,,Corporate Auto,Four-Door Car,604.8,Oregon,F
XG74199,College,9061.77,37970,115,,Personal Auto,SUV,124.97,Oregon,M
YM74115,Bachelor,2531.59,28898,67,,Corporate Auto,Four-Door Car,82.81,Nevada,M
LO48126,High School or Below,2467.13,23845,61,,Personal Auto,Four-Door Car,292.8,Oregon,F
NM37561,High School or Below,7408.17,62810,187,,Corporate Auto,Luxury,32.87,California,M
HW19141,Bachelor,3452.41,65773,89,,Corporate Auto,Four-Door Car,245.31,Oregon,F
OD21455,Bachelor,4481.39,0,69,,Personal Auto,Four-Door Car,232.18,California,M
WN14477,Bachelor,21235.45,0,86,,Personal Auto,Four-Door Car,568.75,California,M
YK88644,Master,3370.07,0,95,,Personal Auto,Four-Door Car,476.9,Nevada,M
YO41331,College,3746.75,41479,94,,Personal Auto,Two-Door Car,19.58,Oregon,F
PB39857,Master,5129.61,72433,126,,Personal Auto,SUV,343.14,California,M
NW67881,Bachelor,12300.0,74586,103,,Personal Auto,SUV,494.4,Oregon,M
BN13780,Bachelor,18065.27,0,234,,Personal Auto,Luxury,1135.14,California,F
EZ70847,College,19644.76,67326,69,,Corporate Auto,Four-Door Car,331.2,Washington,F
YR75102,College,35900.08,25285,114,,Personal Auto,SUV,547.2,Arizona,M
RS30611,High School or Below,6838.77,15871,89,,Personal Auto,Four-Door Car,427.2,Arizona,M
QT61438,Master,6519.29,38795,82,,Corporate Auto,Two-Door Car,393.6,Oregon,M
MD44130,High School or Below,5712.38,24882,72,,Corporate Auto,Two-Door Car,345.6,Oregon,M
MS78828,College,5126.54,33169,128,,Personal Auto,SUV,614.4,Nevada,F
DG31826,Bachelor,4984.62,86305,62,,Corporate Auto,Four-Door Car,80.73,California,M
WW67905,High School or Below,4102.2,0,112,,Corporate Auto,SUV,537.6,Oregon,M
LS92540,College,4111.2,32210,103,,Corporate Auto,SUV,494.4,California,F
RP92511,Bachelor,11085.88,69090,139,,Personal Auto,Luxury,387.22,Nevada,M
LK63879,High School or Below,4745.68,0,63,,Personal Auto,Four-Door Car,523.34,California,F
BT20606,Doctor,5837.53,83308,73,,Personal Auto,Four-Door Car,419.47,Arizona,M
WW31823,High School or Below,19190.32,39034,68,,Personal Auto,Four-Door Car,466.45,Oregon,F
MN79082,College,6444.08,46750,82,,Corporate Auto,Two-Door Car,672.03,Oregon,M
ID89933,Doctor,7255.58,39786,91,,Personal Auto,Four-Door Car,365.84,Oregon,F
NM77390,High School or Below,8197.71,56788,108,,Special Auto,SUV,579.71,Nevada,M
NN79124,Bachelor,4554.91,90156,114,,Personal Auto,SUV,388.35,Nevada,M
DF97701,Bachelor,7069.74,63867,89,,Corporate Auto,Four-Door Car,432.36,Oregon,F
EJ73184,Bachelor,4743.69,83413,118,,Personal Auto,SUV,134.8,California,F
GE43335,College,4019.38,0,118,,Personal Auto,SUV,566.4,Nevada,M
HB68898,Bachelor,20239.38,36116,171,,Corporate Auto,SUV,158.13,Oregon,F
UP80657,College,2674.73,56342,69,,Corporate Auto,Four-Door Car,331.2,Washington,M
PR13091,College,9206.43,55542,117,,Personal Auto,Luxury,310.65,Oregon,F
YV73432,College,23187.15,58466,66,,Personal Auto,Two-Door Car,316.8,Oregon,M
CG90504,College,4770.55,12964,65,,Personal Auto,Two-Door Car,362.77,Oregon,F
SH12501,High School or Below,3768.09,43412,94,,Personal Auto,Two-Door Car,509.72,Washington,M
ZR58728,Master,2893.74,82611,74,,Personal Auto,Four-Door Car,355.2,Nevada,M
NS57426,Bachelor,11611.95,28915,76,,Personal Auto,Four-Door Car,364.8,Arizona,M
HU99414,High School or Below,14246.15,0,207,,Personal Auto,Luxury,1490.4,Oregon,M
LP86596,High School or Below,2554.55,0,70,,Personal Auto,Four-Door Car,336.0,Arizona,F
HR92775,College,3226.52,91774,81,,Personal Auto,Four-Door Car,285.02,California,F
DQ69331,High School or Below,2227.07,27972,61,,Personal Auto,Four-Door Car,292.8,Washington,M
SP41790,Bachelor,10623.41,0,96,,Personal Auto,Four-Door Car,460.8,California,M
YA52900,College,8304.69,0,122,,Corporate Auto,SUV,681.33,Oregon,M
RQ88363,College,5155.53,77857,64,,Personal Auto,Four-Door Car,160.63,California,F
OZ37864,Bachelor,4407.77,0,62,,Personal Auto,Four-Door Car,114.1,Oregon,F
EH27304,Doctor,2955.5,56502,74,,Personal Auto,Four-Door Car,355.2,California,F
CR37971,Bachelor,3900.91,95018,97,,Personal Auto,Four-Door Car,315.88,Oregon,M
KL54950,Bachelor,4531.37,23705,122,,Personal Auto,SUV,585.6,Oregon,M
DS75515,Bachelor,2813.31,72333,70,,Personal Auto,Two-Door Car,177.22,California,M
YW72997,High School or Below,7196.72,0,107,,Personal Auto,SUV,770.4,Arizona,M
MR13691,Bachelor,6301.1,47622,80,,Personal Auto,Four-Door Car,305.54,Arizona,M
PP20957,Bachelor,7799.44,0,105,,Personal Auto,SUV,504.0,Nevada,F
KJ41153,College,8292.63,79632,106,,Personal Auto,SUV,344.05,Oregon,M
WX49215,Master,18534.61,16154,62,,Personal Auto,Four-Door Car,91.36,Oregon,M
CH78309,College,2906.3,72211,73,,Personal Auto,Four-Door Car,44.91,Oregon,M
UF54329,College,6089.77,70892,76,,Corporate Auto,Two-Door Car,206.71,California,M
CQ59706,College,5016.14,49367,63,,Personal Auto,Four-Door Car,69.23,Washington,F
KP77095,Bachelor,15470.6,68086,194,,Corporate Auto,SUV,218.34,Arizona,F
PP14656,Master,5680.47,90353,70,,Personal Auto,Two-Door Car,72.62,Washington,M
QM74025,High School or Below,4582.16,49558,115,,Personal Auto,SUV,552.0,Oregon,F
RW67951,Bachelor,8663.55,93485,72,,Personal Auto,Four-Door Car,127.1,Washington,M
ED13353,High School or Below,5274.2,10629,74,,Personal Auto,Four-Door Car,532.8,Oregon,M
LG49010,Bachelor,2620.6,10237,72,,Personal Auto,Two-Door Car,253.64,California,M
UA74474,College,4515.18,87517,112,,Corporate Auto,Four-Door Car,802.28,Oregon,F
AC79024,Bachelor,5533.23,23241,70,,Personal Auto,Two-Door Car,504.0,Nevada,M
SD61306,High School or Below,5216.91,60861,66,,Personal Auto,Four-Door Car,65.43,Arizona,M
PF88939,Doctor,7860.09,21726,104,,Personal Auto,SUV,697.01,Nevada,M
FG64765,Bachelor,5016.55,36313,67,,Personal Auto,Four-Door Car,300.38,Arizona,M
DC79319,Bachelor,3351.57,29160,87,,Personal Auto,Two-Door Car,417.6,California,F
HS45195,High School or Below,6732.2,0,99,,Personal Auto,Two-Door Car,712.8,California,M
VN73653,College,6423.74,0,188,,Corporate Auto,Luxury,1621.56,Oregon,M
WL72919,College,4974.87,48139,63,,Personal Auto,Four-Door Car,329.49,California,F
DO31181,College,4739.3,0,76,,Personal Auto,Two-Door Car,38.79,Oregon,F
WY23230,College,6086.43,13688,84,,Personal Auto,Two-Door Car,403.2,Oregon,F
SK89479,College,5016.64,0,73,,Corporate Auto,Four-Door Car,525.6,California,M
BM30720,High School or Below,7341.79,27649,63,,Personal Auto,Four-Door Car,302.4,Nevada,F
XG92008,Master,3215.2,24191,80,,Personal Auto,Four-Door Car,103.75,Arizona,F
CJ46674,High School or Below,2533.8,0,71,,Corporate Auto,Four-Door Car,517.06,Oregon,M
UJ31096,High School or Below,5340.54,58493,67,,Personal Auto,Four-Door Car,321.6,Oregon,F
GS44464,High School or Below,3644.83,82477,90,,Personal Auto,Two-Door Car,432.0,California,F
XP35430,College,6382.05,88663,79,,Special Auto,Four-Door Car,379.2,Oregon,F
QI51950,High School or Below,4303.64,74057,109,,Personal Auto,SUV,523.2,Nevada,F
PL88841,Bachelor,4228.73,0,63,,Corporate Auto,Two-Door Car,302.4,Arizona,M
ZW51790,College,10426.09,52342,66,,Personal Auto,Two-Door Car,316.8,Arizona,F
MY80820,Bachelor,2484.75,42012,63,,Corporate Auto,Four-Door Car,40.75,California,M
NE13752,Bachelor,8232.76,56021,69,,Personal Auto,Four-Door Car,279.51,Arizona,M
VL51487,High School or Below,21768.7,35124,137,,Personal Auto,SUV,986.4,California,M
DD97473,High School or Below,2160.92,0,62,,Personal Auto,Four-Door Car,439.0,Oregon,F
QJ89807,High School or Below,4423.69,0,125,,Personal Auto,SUV,900.0,Nevada,F
GK24074,College,3691.77,37202,93,,Personal Auto,Two-Door Car,322.53,Arizona,F
DL61016,College,4940.51,65985,71,,Special Auto,Four-Door Car,42.43,Oregon,M
EV60177,High School or Below,8503.94,87771,74,,Personal Auto,Four-Door Car,355.2,California,F
OS96036,College,41143.09,63624,115,,Personal Auto,SUV,306.34,Arizona,F
AF37776,Bachelor,10419.17,80192,129,,Personal Auto,SUV,200.66,California,F
NC78961,Bachelor,4139.9,35945,105,,Personal Auto,SUV,756.0,Oregon,M
YA15471,College,7627.66,93004,63,,Corporate Auto,Four-Door Car,205.96,Oregon,M
KX80728,High School or Below,6162.37,0,89,,Personal Auto,Four-Door Car,941.35,Washington,M
VV47792,College,25807.06,71210,214,,Personal Auto,Luxury,1027.2,California,F
GE80842,College,15506.93,99159,190,,Personal Auto,Luxury,912.0,Oregon,F
QA93530,College,5757.49,81491,72,,Personal Auto,Four-Door Car,61.72,Nevada,F
GA27295,Master,39365.3,99875,108,,Personal Auto,SUV,114.97,California,F
EL55611,High School or Below,5555.49,51705,139,,Personal Auto,SUV,545.29,California,F
TL39050,Bachelor,23893.3,39837,201,,Corporate Auto,Luxury,381.31,Arizona,F
ZQ96022,College,9594.78,31421,81,,Personal Auto,Two-Door Car,388.8,Oregon,F
OM69210,Bachelor,5411.94,81531,135,,Personal Auto,SUV,420.43,Arizona,M
VU72280,Bachelor,5318.9,25134,67,,Corporate Auto,Four-Door Car,321.6,California,F
WC21189,College,7731.71,37386,97,,Corporate Auto,Four-Door Car,465.6,California,F
JX50334,College,2004.35,0,66,,Corporate Auto,Four-Door Car,316.8,California,F
GB70736,College,5510.97,99553,68,,Corporate Auto,Four-Door Car,111.59,Oregon,F
PU21485,Bachelor,11158.13,0,161,,Corporate Auto,SUV,1159.2,Arizona,F
MF49636,High School or Below,5390.27,70705,69,,Personal Auto,Two-Door Car,272.02,Arizona,M
TG29325,College,2658.22,22724,69,,Personal Auto,Four-Door Car,9.42,Nevada,F
MW83318,College,8826.61,26320,111,,Corporate Auto,SUV,603.82,Oregon,F
LM54297,Bachelor,4713.4,0,69,,Personal Auto,Four-Door Car,806.53,Nevada,M
NI78185,College,2393.92,0,70,,Personal Auto,Four-Door Car,425.27,California,M
HL14274,College,11895.18,88218,99,,Personal Auto,Two-Door Car,50.32,California,F
SF86727,Master,5580.96,25180,70,,Personal Auto,Four-Door Car,235.9,Nevada,M
EM89554,Bachelor,8617.55,48091,108,,Personal Auto,SUV,132.04,Oregon,F
XP50892,High School or Below,3940.12,92539,100,,Corporate Auto,SUV,25.71,Oregon,M
